"","Value","Count","MapCode","Name","Biome","Bioregion","Nat.1750km2","Nat.1990km2","Nat.2014km2","Nat.2018km2","Nat.2020km2","Nat.2022km2","Nat.2040ard_90.22","Natlost.2022km2","Natlost.90_22km2","SeconNat.2022km2","ArtWtrBodies.2022km2","Builtup.2022km2","Croplands.2022km2","Mines.2022km2","Plantation.2022km2","ARD14.22","ARD18.22","ARD20.22","ARD90.14","ARD90.18","ARD90.20","ARD90.22","EOOkm2","AOO occ","AOO1prc","PrcNat.2022","PrcNat.2040ard_1990.2022","PrcNatlost.2022","PrcNatlost.2040ard_90.22","PrcDeclyr90.22","PrcSeconNat.2022","PrcArtWtrBodies.2022","PrcBuiltup.2022","PrcCroplands.2022","PrcMines.2022","PrcPlantation.2022","Status90.22","EOOstatus.size","AOOstatus.size","A2b","A3","B1i","B2i","RLEcore","ThrExcl.core","Basis.RLEcore"
"112",112,34597,"FFg5","Garden Route Granite Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",498.23,235.2408,202.7228,180.444,178.5136,177.6812,145.3,320.5488,0.244683745336693,61.4508,1.9468,51.1528,188.6424,0.6636,16.6924,3.1302,0.6907,0.416200000000003,1.35491666666667,1.95702857142857,1.89090666666667,1.7987375,928.047362633484,15,15,36,62,64,38,0.8,12,0,10,38,0,3,"Decline","CR","EN","VU","VU","CR","EN","CR","CR","B1i"
"113",113,29712,"FFh1","Kouebokkeveld Shale Fynbos","Fynbos","Northwest Fynbos Bioregion",427.9984,229.5888,212.9972,200.7592,199.3708,198.908,181.65,229.0904,0.133633696417247,63.9144,11.5504,3.5832,147.598,0.0324,2.412,1.76115,0.462800000000001,0.231400000000008,0.691316666666667,1.02962857142857,1.00726666666667,0.958775,1735.10150041895,20,19,46,79,54,21,0.4,15,3,1,34,0,1,"Decline","CR","EN","LC","VU","CR","EN","CR","CR","B1i"
"114",114,19699,"FFh10","Suurberg Shale Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",283.2852,279.0084,278.5308,278.1072,278.036,277.9692,277.38,5.316,0.00372461904372769,2.7164,0.0196,0.1792,2.0664,0,0.3344,0.0701999999999998,0.0344999999999942,0.0334000000000003,0.0198999999999998,0.0321857142857149,0.0324133333333331,0.0324749999999998,2892.61647044757,39,29,98,99,2,1,0,1,0,0,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"115",115,871,"FFh11","Peninsula Shale Fynbos","Fynbos","Southwest Fynbos Bioregion",12.6312,6.122,6.0312,5.4928,5.3832,5.3592,4.93,7.272,0.124599803985626,1.5644,0.014,4.8032,0,0.0004,0.89,0.084,0.0333999999999999,0.012,0.00378333333333332,0.0224714285714286,0.0246266666666666,0.0238375,22.485388484375,2,1,42,81,58,19,0.4,12,0,38,0,0,7,"Decline","CR","CR","LC","VU","CR","CR","CR","CR","B1i &  B2i"
"116",116,7392,"FFh2","Matjiesfontein Shale Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",106.5388,102.0564,101.7376,101.3104,101.2888,101.2852,100.85,5.2536,0.00755660595513846,3.3564,0.0584,0.0404,1.7964,0.002,0,0.0565499999999997,0.00629999999999953,0.0017999999999958,0.0132833333333332,0.026642857142857,0.0255866666666667,0.0240999999999998,436.178259266357,12,10,95,99,5,1,0,3,0,0,2,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"117",117,5219,"FFh3","Swartberg Shale Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",75.1416,65.6792,65.1152,63.7632,63.712,63.6832,62.56,11.4584,0.0303901387349419,7.1764,0.2316,0.2272,3.6456,0.0208,0.1568,0.179,0.0199999999999996,0.014400000000002,0.0234999999999997,0.0684285714285713,0.065573333333333,0.0623749999999998,942.992703238037,14,12,85,95,15,5,0.1,10,0,0,5,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"118",118,22013,"FFh4","Breede Shale Fynbos","Fynbos","Southwest Fynbos Bioregion",316.8688,230.7796,211.3548,204.57,203.9256,203.6752,188.43,113.1936,0.117447122709286,33.9496,2.598,2.9796,69.4616,0.0996,4.1052,0.959950000000003,0.223700000000001,0.125200000000007,0.809366666666666,0.936057142857143,0.895133333333333,0.8470125,3754.81261336011,28,26,64,82,36,18,0.4,11,1,1,22,0,1,"Decline","EN","VU","LC","LC","EN","VU","EN","EN","B1i"
"119",119,5826,"FFh5","Cape Winelands Shale Fynbos","Fynbos","Southwest Fynbos Bioregion",84,41.6928,38.8656,36.4804,36.1328,35.8296,32.53,48.1704,0.140628597743495,16.6656,0.8528,9.3128,11.0708,0.0012,10.2672,0.3795,0.162700000000001,0.151600000000002,0.1178,0.186157142857143,0.185333333333333,0.183225,2168.1927346842,15,9,43,78,57,22,0.4,20,1,11,13,0,12,"Decline","EN","EN","LC","VU","EN","EN","EN","EN","B1i &  B2i"
"120",120,19439,"FFh6","Elgin Shale Fynbos","Fynbos","Southwest Fynbos Bioregion",279.4844,98.4796,82.86,69.4584,67.5284,67.1208,49.48,212.3636,0.318429400606826,41.3004,34.0576,6.614,115.3452,0.0764,14.97,1.9674,0.584399999999999,0.203800000000001,0.650816666666667,1.03647142857143,1.03170666666667,0.9799625,1265.57503260181,18,12,24,50,76,50,1,15,12,2,41,0,5,"Decline","CR","EN","EN","EN","CR","EN","CR","CR","B1i"
"121",121,18537,"FFh7","Greyton Shale Fynbos","Fynbos","Southwest Fynbos Bioregion",266.6272,165.4296,156.1136,148.7888,148.2556,148.1284,138.4,118.4988,0.104583460275549,19.7768,0.692,4.2112,91.7028,0.0032,2.1128,0.998149999999999,0.165100000000002,0.0635999999999939,0.388166666666667,0.594314285714285,0.572466666666667,0.5406625,1043.77362260547,16,13,56,84,44,16,0.3,7,0,2,34,0,1,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"122",122,12962,"FFh8","Montagu Shale Fynbos","Fynbos","Southern Fynbos Bioregion",186.7764,150.8164,147.2632,144.6876,144.5068,144.4464,140.86,42.33,0.0422367859198335,24.0216,0.4324,0.644,14.9436,0.006,2.2824,0.3521,0.060299999999998,0.0301999999999936,0.148049999999999,0.218885714285714,0.21032,0.199062499999999,2549.03093116772,17,15,77,93,23,7,0.1,13,0,0,8,0,1,"Stable","EN","EN","LC","LC","LC","LC","LC","",""
"123",123,39159,"FFh9","Garden Route Shale Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",563.676,296.6624,269.4252,247.8484,245.4976,243.7328,213.96,319.9432,0.178416948019028,61.2864,2.5508,37.9016,133.7976,0.0724,84.3344,3.21155,1.0289,0.882400000000004,1.13488333333333,1.74335714285714,1.70549333333333,1.65405,5152.84685578008,50,29,43,72,57,28,0.6,11,0,7,24,0,15,"Decline","EN","VU","LC","VU","EN","VU","EN","EN","B1i"
"124",124,19990,"FFl1","Agulhas Limestone Fynbos","Fynbos","South Coast Fynbos Bioregion",286.9672,264.816,262.9624,258.09,257.5704,257.4236,253.27,29.5436,0.0279152317080537,9.8464,0.064,8.4036,11.1716,0.0256,0.0324,0.692349999999998,0.166599999999988,0.0733999999999924,0.0772333333333322,0.240214285714286,0.241519999999999,0.231012499999999,1932.42308151428,23,19,90,96,10,4,0.1,3,0,3,4,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"125",125,48223,"FFl2","De Hoop Limestone Fynbos","Fynbos","South Coast Fynbos Bioregion",694.2708,668.6444,667.3044,662.2652,661.8904,661.6764,657.76,32.5944,0.0104210848098033,12.052,0.1812,4.0652,15.1724,1.0296,0.094,0.703500000000005,0.147200000000026,0.107000000000028,0.0558333333333347,0.22782857142857,0.225133333333334,0.217750000000002,1679.99576978015,24,21,95,98,5,2,0,2,0,1,2,0,0,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
"126",126,54975,"FFl3","Canca Limestone Fynbos","Fynbos","South Coast Fynbos Bioregion",791.696,651.592,641.7016,623.2124,622.4808,622.3964,605.97,169.2996,0.0448065660720205,35.9036,0.0024,2.5712,130.0884,0.1396,0.5944,2.41315,0.204000000000008,0.0422000000000367,0.4121,1.01355714285714,0.970373333333331,0.9123625,2434.38542411023,31,26,79,93,21,7,0.1,5,0,0,16,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"127",127,3393,"FFq1","Stinkfonteinberge Quartzite Fynbos","Fynbos","Namaqualand Cape Shrublands Bioregion",49.0288,49.0288,49.0288,49.0288,49.0288,49.0288,49.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.862234129395,9,6,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"128",128,114324,"FFq2","Swartruggens Quartzite Fynbos","Fynbos","Northwest Fynbos Bioregion",1646.1808,1624.1488,1621.3616,1617.9352,1617.4972,1617.4264,1613.65,28.7544,0.00413902962585687,17.0128,0.496,0.8032,10.4208,0.0216,0,0.491899999999987,0.127199999999959,0.0353999999999814,0.116133333333333,0.221914285714287,0.221719999999997,0.210074999999996,3419.77501371008,42,39,98,99,2,1,0,1,0,0,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"129",129,88163,"FFq3","Matjiesfontein Quartzite Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",1268.104,1252.406,1251.5376,1250.0588,1249.9248,1249.8432,1248.4,18.2608,0.00204630127929755,12.4852,0.2084,0.572,4.8068,0.164,0.0244,0.211800000000011,0.0538999999999987,0.0407999999999902,0.0361833333333266,0.0838285714285689,0.0827066666666648,0.0800874999999976,7718.27777535828,65,63,99,100,1,0,0,1,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"130",130,6788,"FFq4","Breede Quartzite Fynbos","Fynbos","Southwest Fynbos Bioregion",97.8524,92.7692,92.0076,91.4132,91.3416,91.3052,90.48,6.5472,0.0157810997615588,2.3168,0.3028,0.7952,2.9832,0.1388,0.0104,0.0877999999999997,0.027000000000001,0.0182000000000002,0.0317333333333334,0.0484285714285712,0.0475866666666666,0.04575,1141.37519322168,14,12,93,98,7,2,0,2,0,1,3,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"131",131,26983,"FFq5","Grootrivier Quartzite Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",388.7932,388.48,388.4404,388.3516,388.3048,388.2956,388.19,0.4976,0.000474670510708503,0.3664,0.0324,0.0856,0.0132,0,0,0.018100000000004,0.01400000000001,0.0046000000000106,0.0016500000000003,0.00458571428571426,0.0058400000000006,0.00576250000000122,4626.25280603912,48,40,100,100,0,0,0,0,0,0,0,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"132",132,47443,"FFq6","Suurberg Quartzite Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",683.2996,673.2388,671.812,669.7096,669.5508,668.6024,665.99,14.6972,0.00688670944098882,7.0144,0.0924,0.87,3.7976,0.0632,2.8596,0.401200000000003,0.276800000000009,0.474199999999996,0.0594499999999982,0.126042857142855,0.122933333333333,0.144887499999999,3901.34033414844,45,42,98,99,2,1,0,1,0,0,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"133",133,70455,"FFs1","Bokkeveld Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",1014.1728,847.2944,809.4512,801.7516,800.9476,800.3736,773.98,213.7992,0.0553772100936817,63.268,0.2252,1.2612,147.7672,0.0024,1.2752,1.1347,0.344500000000011,0.286999999999978,1.5768,1.62652857142857,1.54489333333333,1.466275,3631.89903164087,37,31,79,91,21,9,0.2,6,0,0,15,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"134",134,72940,"FFs10","Hawequas Sandstone Fynbos","Fynbos","Southwest Fynbos Bioregion",1050.6116,1015.6872,1012.6212,1009.4476,1008.974,1008.4552,1004.39,42.1564,0.00712030239231131,18.5836,2.0108,2.5164,8.6012,0.0676,10.3768,0.520750000000007,0.248099999999994,0.259400000000028,0.127749999999997,0.222842857142857,0.223773333333331,0.225999999999999,2437.28212772009,31,27,96,99,4,1,0,2,0,0,1,0,1,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"135",135,63466,"FFs11","Kogelberg Sandstone Fynbos","Fynbos","Southwest Fynbos Bioregion",914.2812,779.9952,770.7124,764.9376,764.0208,763.454,754.15,150.8272,0.0212067971700339,73.95,6.9668,10.448,22.116,0.2488,37.0976,0.907300000000006,0.370900000000006,0.283400000000029,0.386783333333331,0.537771428571428,0.532479999999998,0.5169125,1667.4729536615,26,24,84,97,16,3,0.1,8,1,1,2,0,4,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
"136",136,81859,"FFs12","Overberg Sandstone Fynbos","Fynbos","Southwest Fynbos Bioregion",1179.4324,1074.5184,1066.4968,1052.1732,1050.53,1049.8504,1035.97,129.582,0.0229572615973816,67.0588,0.4132,11.4184,46.3844,0.3808,3.9264,2.08079999999998,0.580699999999979,0.339799999999968,0.334233333333335,0.798042857142856,0.799613333333332,0.770874999999997,3384.98863964966,38,37,89,96,11,4,0.1,6,0,1,4,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"137",137,36908,"FFs13","North Sonderend Sandstone Fynbos","Fynbos","Southwest Fynbos Bioregion",531.4976,523.9724,522.7604,521.018,520.8696,520.852,519.1,10.6456,0.00595527550687788,4.598,0.096,0.2264,5.6228,0.094,0.0084,0.238550000000004,0.0415000000000134,0.00880000000000791,0.0504999999999995,0.105514285714284,0.103426666666667,0.0975125000000006,1513.31522980737,21,19,98,99,2,1,0,1,0,0,1,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"138",138,24902,"FFs14","South Sonderend Sandstone Fynbos","Fynbos","Southwest Fynbos Bioregion",358.8824,338.6368,335.4148,333.446,333.2108,333.0772,329.95,25.8052,0.0164175895827033,7.3996,0.3256,0.4424,9.7688,0.2412,7.6276,0.292200000000001,0.0922000000000054,0.0668000000000006,0.134249999999999,0.185385714285713,0.180866666666666,0.1737375,1134.99499276038,18,15,93,97,7,3,0.1,2,0,0,3,0,2,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"139",139,69031,"FFs15","North Langeberg Sandstone Fynbos","Fynbos","Southern Fynbos Bioregion",993.5844,926.6772,915.4804,907.2312,906.622,906.3644,894.94,87.22,0.0219200386067553,36.1128,0.6084,3.6516,45.09,0.2304,1.5268,1.1395,0.216699999999975,0.128799999999956,0.466533333333331,0.694500000000001,0.668506666666667,0.634774999999998,7915.36379614819,58,52,91,97,9,3,0.1,4,0,0,5,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"140",140,84398,"FFs16","South Langeberg Sandstone Fynbos","Fynbos","Southern Fynbos Bioregion",1215.336,1181.2712,1177.8172,1173.8924,1173.5672,1173.2852,1168.79,42.0508,0.00676051358908934,14.8468,0.156,0.8588,6.8424,0.0152,19.3316,0.566499999999991,0.15179999999998,0.140999999999963,0.143916666666665,0.26352857142857,0.256799999999998,0.249562499999996,5407.62443261926,53,53,97,99,3,1,0,1,0,0,1,0,2,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"141",141,7472,"FFs17","Potberg Sandstone Fynbos","Fynbos","Southwest Fynbos Bioregion",107.45,101.5808,101.0544,100.3768,100.3444,100.306,99.59,7.144,0.0125496156754032,3.6208,0.0484,0.424,2.2508,0.0796,0.7204,0.0935500000000005,0.0177000000000014,0.0191999999999979,0.0219333333333331,0.0429999999999998,0.0412133333333334,0.0398375,162.757021044678,7,7,93,98,7,2,0,3,0,0,2,0,1,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"142",142,61025,"FFs18","North Outeniqua Sandstone Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",878.8172,753.6064,744.1028,733.5176,732.7984,732.3748,720.43,146.4424,0.028173327615052,57.1228,0.6368,1.6048,80.5796,0.0148,6.4836,1.46599999999999,0.285699999999991,0.211799999999982,0.395983333333334,0.717457142857143,0.6936,0.663487499999999,1785.44381725916,30,26,83,96,17,4,0.1,6,0,0,9,0,1,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
"143",143,109090,"FFs19","South Outeniqua Sandstone Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",1571.0472,1101.7412,1077.268,1052.762,1050.2316,1047.622,1017.18,523.4252,0.04912151783014,125.1332,0.7004,15.7652,74.9148,0.2332,306.6784,3.70574999999999,1.28499999999997,1.3048,1.01971666666666,1.74925714285714,1.71698666666666,1.691225,4169.72985707111,50,43,67,92,33,8,0.2,8,0,1,5,0,20,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"144",144,93303,"FFs2","Graafwater Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",1343.1876,1030.8672,975.7352,947.8384,939.6632,937.832,885.5,405.3556,0.0902494521117753,99.4908,1.5776,6.3624,296.2168,0.1772,1.5308,4.7379,2.5016,0.915599999999984,2.29716666666666,2.96531428571428,3.04013333333333,2.90735,5082.23724587036,63,53,70,86,30,14,0.3,7,0,0,22,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"145",145,159659,"FFs20","Tsitsikamma Sandstone Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",2298.4576,1658.152,1598.6956,1575.6908,1569.6312,1567.7128,1516.84,730.7448,0.0545421650126165,120.6484,7.0156,24.028,394.152,0.0528,184.848,3.87285,1.99450000000002,0.95920000000001,2.47735,2.94504285714286,2.95069333333333,2.826225,3077.84471293179,50,47,68,91,32,9,0.2,5,0,1,17,0,8,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"146",146,22132,"FFs21","North Rooiberg Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",318.3256,318.2384,318.206,318.0808,318.0432,318.0348,317.92,0.2908,0.000639771944554757,0.1428,0.0272,0.0228,0.098,0,0,0.0213999999999999,0.0114999999999981,0.00419999999999732,0.00134999999999981,0.00562857142857151,0.00650666666666666,0.00636249999999983,1079.90151549463,21,18,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"147",147,26955,"FFs22","South Rooiberg Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",388.336,385.8408,385.8312,385.4232,385.3984,385.384,385.13,2.952,0.00118390797448063,2.5148,0.0048,0.066,0.3592,0,0.0072,0.0559000000000012,0.00979999999999848,0.00719999999998322,0.000399999999999068,0.0149142857142855,0.0147466666666674,0.0142749999999996,1177.24389096814,20,16,99,100,1,0,0,1,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"148",148,59187,"FFs23","North Swartberg Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",852.19,847.8692,847.29,846.3644,846.2008,846.1176,845.13,6.0724,0.00206588469070458,3.7216,0.166,0.3608,1.82,0.004,0,0.146549999999991,0.0617000000000019,0.0415999999999599,0.0241333333333339,0.0537428571428547,0.055613333333334,0.0547374999999981,4474.32001462793,47,43,99,100,1,0,0,0,0,0,0,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"149",149,75341,"FFs24","South Swartberg Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",1084.768,1083.5208,1083.3456,1082.5108,1082.3748,1082.2344,1081.51,2.5336,0.00118724070640818,1.1808,0.2308,0.426,0.6264,0.0056,0.064,0.138900000000007,0.0690999999999917,0.0701999999999998,0.00729999999999601,0.0360714285714282,0.0381999999999986,0.0401999999999987,4384.95859333093,57,49,100,100,0,0,0,0,0,0,0,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"150",150,23101,"FFs25","North Kammanassie Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",332.568,331.2892,331.1428,330.9488,330.9164,330.9048,330.69,1.6632,0.00116031551888794,1.5012,0.0284,0.0612,0.0724,0,0,0.0297499999999999,0.0109999999999957,0.00579999999999359,0.00609999999999881,0.0121571428571424,0.0124266666666661,0.0120124999999991,707.078012576538,14,14,99,100,1,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"151",151,21137,"FFs26","South Kammanassie Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",304.1564,290.0208,288.4556,287.1696,287.0352,287.02,285.33,17.1364,0.0103468440884241,5.8464,0.0528,0.1716,10.9464,0,0.1192,0.179450000000003,0.0374000000000052,0.0075999999999965,0.0652166666666669,0.101828571428572,0.0995200000000011,0.0937750000000008,592.849558234741,12,12,94,98,6,2,0,2,0,0,4,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"152",152,166841,"FFs27","Kouga Sandstone Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",2403.026,2197.2904,2182.9564,2164.1564,2161.7924,2155.9928,2132.76,247.0332,0.0187947847039244,74.8576,0.2596,2.4396,70.1204,0.0628,99.2932,3.37045000000001,2.04089999999997,2.89979999999991,0.597249999999993,1.18335714285714,1.18326666666667,1.29055,8580.62122073869,79,69,90,97,10,3,0.1,3,0,0,3,0,4,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"153",153,281396,"FFs28","Kouga Grassy Sandstone Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",4052.1256,3751.9268,3721.5984,3703.2824,3698.7672,3696.4012,3665.17,355.7244,0.0147992226287571,124.2216,1.5432,24.7108,186.1452,0.158,18.9456,3.14965000000001,1.72030000000007,1.18299999999999,1.26368333333335,1.7373,1.77198666666668,1.73517500000001,10479.8628031678,105,102,91,98,9,2,0,3,0,1,5,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"154",154,23211,"FFs29","Algoa Sandstone Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",334.2092,164.1076,144.6096,133.2512,132.858,131.702,113.47,202.5072,0.197465565275466,31.5124,0.146,128.3836,36.73,0.5512,5.184,1.61345,0.387300000000003,0.578000000000003,0.812416666666666,1.10201428571428,1.04165333333333,1.012675,448.49919731871,9,8,39,69,61,31,0.6,9,0,38,11,0,2,"Decline","CR","EN","VU","VU","CR","EN","CR","CR","B1i"
"155",155,34601,"FFs3","Olifants Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",498.2976,474.2452,472.0836,470.2172,469.5316,469.4032,466.68,28.8944,0.0102099082921661,15.9064,0.0768,0.5332,11.9668,0,0.4112,0.335049999999995,0.203499999999991,0.0641999999999996,0.0900666666666676,0.143857142857144,0.15712,0.1513125,2787.3681673512,25,25,94,98,6,2,0,3,0,0,2,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"156",156,2600,"FFs30","Western Altimontane Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",37.5308,37.5308,37.5308,37.4968,37.4904,37.486,37.46,0.0448,0.00119368625235812,0.0104,0.0052,0.0292,0,0,0,0.00560000000000027,0.00270000000000081,0.00220000000000198,0,0.00121428571428568,0.00134666666666661,0.00140000000000007,4707.70216656262,20,9,100,100,0,0,0,0,0,0,0,0,0,"Stable","EN","EN","LC","LC","LC","LC","LC","",""
"157",157,3539,"FFs31","Swartberg Altimontane Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",50.832,50.832,50.832,50.8252,50.7872,50.7868,50.76,0.0452,0.000889203651243336,0.04,0.0004,0.0048,0,0,0,0.00565000000000015,0.00960000000000072,0.000199999999999534,0,0.000242857142857084,0.00149333333333341,0.00141250000000004,1118.08715036768,17,11,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"158",158,38055,"FFs32","Nardouw Sandstone Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",547.9616,412.868,366.3696,360.5032,357.658,354.3632,321.45,193.5984,0.141703401571447,50.5584,0.03,0.3792,142.624,0,0.0068,1.5008,1.535,1.6474,1.93743333333333,1.87017142857143,1.84033333333333,1.828275,1307.95402327478,18,16,65,78,35,22,0.4,9,0,0,26,0,0,"Decline","CR","EN","LC","LC","CR","EN","CR","CR","B1i"
"159",159,175235,"FFs4","Cederberg Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",2523.6604,2284.27,2258.9772,2238.4236,2233.6644,2232.6588,2203.63,291.0016,0.0225941766953993,98.608,2.8488,4.13,181.8972,0.1168,3.4008,3.28979999999996,1.44119999999998,0.502799999999979,1.05386666666667,1.63737142857143,1.68685333333333,1.61284999999999,4969.83878750977,56,53,88,96,12,4,0.1,4,0,0,7,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"160",160,78897,"FFs5","Winterhoek Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",1135.9516,1065.7808,1059.1492,1051.7892,1051.0736,1050.8676,1042.48,85.084,0.0139927459755326,41.2224,4.7708,1.9728,34.3164,0.1012,2.7004,1.0352,0.230399999999975,0.102999999999952,0.276316666666664,0.499700000000002,0.490240000000002,0.466037499999999,2233.63091585596,32,30,93,98,7,2,0,4,0,0,3,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"161",161,29351,"FFs6","Piketberg Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",422.8452,383.1948,377.4188,371.5992,370.9036,370.6704,363.63,52.1748,0.0326841595971553,18.0764,0.6084,2.316,29.7616,0.1608,1.2516,0.84355,0.232200000000006,0.116600000000005,0.240666666666667,0.414128571428571,0.409706666666667,0.3913875,861.02734029834,15,13,88,95,12,5,0.1,4,0,1,7,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"162",162,27360,"FFs7","North Hex Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",394.0832,375.8636,373.4032,371.4172,371.2252,371.138,368.48,22.9452,0.0125726460343594,5.3484,1.8724,0.4972,14.7676,0.016,0.4436,0.283150000000006,0.0698000000000008,0.0435999999999979,0.102516666666666,0.158800000000001,0.154613333333335,0.147675000000001,1030.90429288904,19,13,94,98,6,2,0,1,0,0,4,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"163",163,22184,"FFs8","South Hex Sandstone Fynbos","Fynbos","Northwest Fynbos Bioregion",319.7356,316.91,316.4172,315.8328,315.7464,315.6388,314.92,4.0968,0.0040112334732259,1.3268,0.2016,0.4432,2.0248,0.0224,0.078,0.0972999999999971,0.0485000000000042,0.0537999999999954,0.0205333333333352,0.0384714285714287,0.0387866666666677,0.0397250000000007,786.210302255371,17,14,99,99,1,1,0,0,0,0,1,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"164",164,15240,"FFs9","Peninsula Sandstone Fynbos","Fynbos","Southwest Fynbos Bioregion",219.4452,206.5064,204.9156,203.4756,203.3388,203.2108,201.36,16.2344,0.0159588274261718,5.3776,0.3476,7.4224,0.1504,0.01,2.9264,0.213100000000001,0.0661999999999949,0.063999999999993,0.0662833333333334,0.108242857142858,0.105586666666667,0.1029875,487.165724862549,13,12,93,98,7,2,0,2,0,3,0,0,1,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"165",165,28117,"FFt1","Kango Conglomerate Fynbos","Fynbos","Western Fynbos-Renosterveld Bioregion",404.9624,397.7332,396.652,395.8676,395.7908,395.7508,394.64,9.2116,0.00498424572049802,3.63,0.0948,0.2088,5.2508,0.0016,0.0256,0.112649999999995,0.0291999999999888,0.0199999999999818,0.045050000000001,0.0666285714285725,0.0647466666666674,0.0619499999999995,1202.11501101318,25,22,98,99,2,1,0,1,0,0,1,0,0,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
