"","Value","Count","MapCode","Name","Biome","Bioregion","Nat.1750km2","Nat.1990km2","Nat.2014km2","Nat.2018km2","Nat.2020km2","Nat.2022km2","Nat.2040ard_90.22","Natlost.2022km2","Natlost.90_22km2","SeconNat.2022km2","ArtWtrBodies.2022km2","Builtup.2022km2","Croplands.2022km2","Mines.2022km2","Plantation.2022km2","ARD14.22","ARD18.22","ARD20.22","ARD90.14","ARD90.18","ARD90.20","ARD90.22","EOOkm2","AOO occ","AOO1prc","PrcNat.2022","PrcNat.2040ard_1990.2022","PrcNatlost.2022","PrcNatlost.2040ard_90.22","PrcDeclyr90.22","PrcSeconNat.2022","PrcArtWtrBodies.2022","PrcBuiltup.2022","PrcCroplands.2022","PrcMines.2022","PrcPlantation.2022","Status90.22","EOOstatus.size","AOOstatus.size","A2b","A3","B1i","B2i","RLEcore","ThrExcl.core","Basis.RLEcore"
"1",1,1009,"AT15","Albany Arid Thicket","Albany Thicket","Albany Thicket",14.6032,14.5892,14.5892,14.5832,14.578,14.5772,14.57,0.026,0.00082252625229625,0.0228,0.002,0.0012,0,0,0,0.00150000000000006,0.00150000000000006,0.000399999999999956,0,0.000214285714285722,0.000373333333333351,0.000375000000000014,45.8173298765259,5,4,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"2",2,3733,"AT16","Albany Bontveld","Albany Thicket","Albany Thicket",53.7696,51.6692,51.5364,51.2256,51.1788,51.1624,50.88,2.6072,0.00980855132264479,1.5216,0.0668,0.0896,0.3796,0.5496,0,0.0467500000000003,0.0158000000000005,0.00820000000000221,0.00553333333333317,0.015842857142857,0.0163466666666665,0.0158374999999999,159.198441418884,7,4,95,98,5,2,0,3,0,0,1,1,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"3",3,50628,"AT17","Albany Mesic Thicket","Albany Thicket","Albany Thicket",729.2008,596.4412,583.7288,577.326,576.6572,576.5304,565.33,152.6704,0.0333826704124396,47.6632,0.4692,5.2008,97.416,0.0904,1.8308,0.899799999999999,0.198900000000009,0.0634000000000015,0.529683333333333,0.682685714285713,0.659466666666666,0.6222125,4475.5552374104,48,44,79,95,21,5,0.1,7,0,1,13,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"4",4,81653,"AT18","Albany Valley Thicket","Albany Thicket","Albany Thicket",1175.6416,1053.0316,1042.0228,1036.2828,1035.1144,1034.6744,1024.35,140.9672,0.0174327152195622,46.7668,0.414,2.1252,90.7156,0.0148,0.9308,0.918549999999982,0.402099999999962,0.219999999999914,0.458700000000003,0.598171428571431,0.597240000000003,0.573662499999998,5896.25967372693,60,55,88,97,12,3,0.1,4,0,0,8,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"5",5,74865,"AT19","Baviaans Valley Thicket","Albany Thicket","Albany Thicket",1077.9512,1066.3592,1064.8824,1062.562,1062.0908,1061.9252,1059.43,16.026,0.00415807356470521,6.8368,1.898,1.5776,5.6944,0.0132,0.006,0.369650000000007,0.159199999999998,0.0828000000000202,0.0615333333333391,0.135614285714293,0.142280000000005,0.138562500000006,13147.0364021671,87,75,99,99,1,1,0,1,0,0,1,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"6",6,2475,"AT20","Bethelsdorp Bontveld","Albany Thicket","Albany Thicket",35.508,22.1748,20.9896,20.0168,19.996,19.9524,18.7,15.5556,0.100221873478002,2.254,0.088,12.8208,0,0.3908,0.002,0.12965,0.0160999999999998,0.0217999999999989,0.0493833333333334,0.0770714285714286,0.0726266666666668,0.06945,114.768485564148,5,3,56,84,44,16,0.3,6,0,36,0,1,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"7",7,26816,"AT21","Buffels Mesic Thicket","Albany Thicket","Albany Thicket",386.344,321.1432,315.4868,311.7344,311.3824,310.9084,305.15,75.4356,0.0318698948008241,17.9412,9.056,18.4244,29.8064,0.0752,0.1324,0.572300000000006,0.206500000000005,0.237000000000023,0.235683333333332,0.336028571428571,0.325359999999999,0.3198375,2320.58163190735,29,26,80,95,20,5,0.1,5,2,5,8,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"8",8,14989,"AT22","Buffels Valley Thicket","Albany Thicket","Albany Thicket",215.4536,109.56,97.9892,93.7252,93.1344,92.4472,82.82,123.0064,0.156195691858343,33.026,3.5876,42.3112,43.9156,0.118,0.048,0.69275,0.319500000000001,0.343600000000002,0.482116666666667,0.565528571428571,0.54752,0.534775,949.133580199829,14,13,43,76,57,24,0.5,15,2,20,20,0,0,"Decline","CR","EN","LC","VU","CR","EN","CR","CR","B1i"
"9",9,21618,"AT23","Crossroads Grassland Thicket","Albany Thicket","Albany Thicket",311.1784,272.4756,270.6688,268.5728,268.4168,268.26,265.89,42.9184,0.0154714770790485,22.5468,0.124,9.1092,11.0296,0.0048,0.104,0.301099999999998,0.0781999999999954,0.0784000000000162,0.0752833333333337,0.139385714285715,0.135293333333332,0.1317375,1798.04818755334,22,18,86,98,14,2,0,7,0,3,4,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"10",10,206645,"AT24","Doubledrift Karroid Thicket","Albany Thicket","Albany Thicket",2976.0508,2631.7184,2617.0064,2601.754,2600.2324,2598.026,2579.07,378.0248,0.0128024335734402,168.8468,2.032,54.8364,150.878,0.0528,1.3788,2.37255000000005,0.932000000000016,1.10320000000002,0.613,1.07015714285715,1.04953333333334,1.05288750000001,11841.5457806952,83,74,87,98,13,2,0,6,0,2,5,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"11",11,147828,"AT25","Eastern Gwarrieveld","Albany Thicket","Albany Thicket",2128.992,2116.8828,2115.7544,2111.2304,2110.14,2109.2376,2104.94,19.7544,0.00361153673694166,8.8164,1.474,6.2816,3.0812,0.1012,0,0.814599999999984,0.498199999999997,0.451199999999972,0.047016666666669,0.201871428571427,0.22476,0.238912499999998,11432.2799521096,71,68,99,99,1,1,0,0,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"12",12,2800,"AT26","Elands Forest Thicket","Albany Thicket","Albany Thicket",40.496,32.318,30.8044,30.2356,30.1428,30.108,28.86,10.388,0.0683829444891391,2.2592,0.116,0.2868,7.726,0,0,0.0870500000000001,0.0319000000000003,0.0174000000000003,0.0630666666666665,0.0743714285714284,0.0725066666666666,0.0690624999999999,705.229669441563,8,6,74,89,26,11,0.2,6,0,1,19,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"13",13,86101,"AT27","Escarpment Arid Thicket","Albany Thicket","Albany Thicket",1239.9688,1234.4116,1233.2156,1231.5836,1231.146,1230.8192,1228.8,9.1496,0.00291021244453633,3.5308,0.2904,2.352,2.5992,0.3764,0.0008,0.299550000000011,0.191100000000006,0.163400000000024,0.0498333333333297,0.100999999999999,0.108853333333332,0.1122625,16538.1769771986,75,68,99,100,1,0,0,0,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"14",14,71526,"AT28","Escarpment Mesic Thicket","Albany Thicket","Albany Thicket",1030.4924,920.2188,913.5096,909.1072,908.4012,908.1628,901.38,122.3296,0.0131012320113434,59.256,1.0552,24.2464,35.9124,0.0264,1.8332,0.668350000000004,0.236100000000022,0.119200000000035,0.27955,0.396842857142855,0.393919999999999,0.376750000000001,8464.25248968759,62,54,88,98,12,2,0,6,0,2,3,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"15",15,54495,"AT29","Escarpment Valley Thicket","Albany Thicket","Albany Thicket",784.6156,771.7444,770.2708,768.5484,768.3396,768.0504,765.97,16.5652,0.00478655886586294,5.8084,0.6748,5.4808,4.2252,0.376,0,0.277550000000005,0.124500000000012,0.144600000000025,0.0614000000000014,0.114142857142858,0.113493333333334,0.115437500000002,1803.95490047544,26,23,98,99,2,1,0,1,0,1,1,0,0,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
"16",16,46818,"AT30","Fish Arid Thicket","Albany Thicket","Albany Thicket",674.0572,633.7524,629.6848,626.698,626.0688,625.3068,620.56,48.7504,0.0133263400659311,10.9728,2.344,8.5884,26.8188,0.0176,0.0088,0.547250000000005,0.347800000000007,0.381000000000029,0.169483333333332,0.251942857142857,0.256119999999999,0.263925,908.946131412903,17,15,93,98,7,2,0,2,0,1,4,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"17",17,16725,"AT31","Fish Mesic Thicket","Albany Thicket","Albany Thicket",240.8412,212.194,211.3272,210.2432,210.1564,210.1392,208.98,30.702,0.00968359143048343,22.1208,0.038,1.648,6.6492,0,0.246,0.148500000000002,0.0260000000000034,0.00860000000000127,0.036116666666666,0.0696714285714281,0.0679199999999999,0.0642125,1245.30983531232,19,19,87,98,13,2,0,9,0,1,3,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"18",18,249819,"AT32","Fish Valley Thicket","Albany Thicket","Albany Thicket",3596.1456,3488.9992,3466.972,3455.1608,3452.8256,3450.6924,3429.14,145.4532,0.0109793089089846,44.902,6.1012,25.7944,65.9856,0.1012,2.5688,2.03495000000004,1.11710000000005,1.06660000000011,0.9178,1.20851428571429,1.20578666666667,1.19708750000001,16787.018604637,115,111,96,98,4,2,0,1,0,1,2,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"19",19,34124,"AT33","Gamka Arid Thicket","Albany Thicket","Albany Thicket",491.792,486.4844,485.7476,484.4112,484.2104,484.0616,482.7,7.7304,0.00498022135961604,2.8384,0.9728,0.786,3.1216,0.006,0.0056,0.210749999999997,0.0874000000000024,0.0743999999999971,0.0307000000000007,0.0740428571428566,0.0758,0.0757124999999998,5402.44638010132,45,38,98,99,2,1,0,1,0,0,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"20",20,11649,"AT34","Gamka Valley Thicket","Albany Thicket","Albany Thicket",167.5208,163.5272,163,161.8148,161.7364,161.6764,160.64,5.8444,0.011317994804534,1.6724,0.156,0.4068,3.536,0.056,0.0172,0.16545,0.0345999999999975,0.0300000000000011,0.0219666666666664,0.0611571428571429,0.059693333333333,0.0578374999999998,368.645856498047,11,9,97,98,3,2,0,1,0,0,2,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"21",21,2101,"AT35","Geluk Grassland Thicket","Albany Thicket","Albany Thicket",30.1492,19.5244,18.7208,18.4384,18.3892,18.3856,17.75,11.7636,0.0583270164512098,4.3736,0,0.1912,7.1988,0,0,0.0419,0.0132000000000003,0.00179999999999936,0.0334833333333333,0.0387857142857142,0.03784,0.0355875,86.8769245130005,6,6,61,91,39,9,0.2,15,0,1,24,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"22",22,3583,"AT36","Goukamma Dune Thicket","Albany Thicket","Albany Thicket",51.4052,33.5228,31.96,29.9752,29.866,29.7712,27.66,21.634,0.111911892801317,3.8356,0.0032,5.4516,2.1236,0.1016,10.1184,0.2736,0.0510000000000002,0.0473999999999997,0.0651166666666665,0.1267,0.121893333333333,0.1172375,749.7643837435,11,6,58,83,42,17,0.3,7,0,11,4,0,20,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"23",23,12285,"AT37","Gouritz Valley Thicket","Albany Thicket","Albany Thicket",176.6564,122.4448,112.868,106.5904,106.1908,106.1092,96.92,70.5472,0.13341195379469,16.7952,0.0616,1.5424,52.0232,0.0724,0.0524,0.844849999999999,0.1203,0.0407999999999973,0.399033333333334,0.566228571428571,0.5418,0.5104875,1754.45219040466,15,13,60,79,40,21,0.4,10,0,1,29,0,0,"Decline","CR","EN","LC","LC","CR","EN","CR","CR","B1i"
"24",24,89664,"AT38","Grahamstown Grassland Thicket","Albany Thicket","Albany Thicket",1290.8616,909.438,870.46,854.4828,851.6932,849.8816,816.38,440.98,0.0654870370492545,102.0528,0.7796,24.712,293.1476,0.83,19.458,2.5723,1.15029999999999,0.905799999999999,1.62408333333333,1.96268571428571,1.92482666666666,1.8611375,3610.77467426114,44,41,66,90,34,10,0.2,8,0,2,23,0,2,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"25",25,17072,"AT39","Grassridge Bontveld","Albany Thicket","Albany Thicket",245.8612,225.7948,222.468,218.5112,217.742,217.0088,212.07,28.8524,0.0389114364015469,9.4204,0.0336,9.9332,8.1532,1.312,0,0.682399999999998,0.375599999999999,0.366599999999991,0.138616666666667,0.260128571428572,0.268426666666667,0.2745625,1201.36093174838,19,16,88,94,12,6,0.1,4,0,4,3,1,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"26",26,41396,"AT40","Hartenbos Dune Thicket","Albany Thicket","Albany Thicket",596.3048,502.01,493.112,465.0956,463.9844,463.146,441.29,133.1588,0.0774167845262046,47.632,0.13,40.724,43.8188,0.2164,0.6376,3.74575,0.487399999999994,0.419199999999989,0.370749999999999,1.31837142857143,1.26752,1.2145,4454.65987099683,30,26,78,88,22,12,0.2,8,0,7,7,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"27",27,21368,"AT41","Kasouga Dune Thicket","Albany Thicket","Albany Thicket",307.52,220.498,212.7172,209.0192,208.2508,207.968,200.92,99.552,0.0568259122531724,17.4024,0.1024,14.4996,63.1336,0.1468,4.2672,0.59365,0.262800000000006,0.141400000000004,0.3242,0.409957142857142,0.40824,0.3915625,1717.61060254602,21,20,68,91,32,9,0.2,6,0,5,21,0,1,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"28",28,4160,"AT42","Koedoeskloof Karroid Thicket","Albany Thicket","Albany Thicket",59.854,54.676,53.8616,52.9956,52.8652,51.7232,50.06,8.1308,0.0540054137098545,4.1228,0.0264,0.5856,3.3816,0.0056,0.0088,0.267300000000001,0.318100000000001,0.571000000000002,0.0339333333333333,0.0600142857142857,0.06036,0.0922750000000001,260.291112895355,6,5,86,92,14,8,0.2,7,0,1,6,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"29",29,19871,"AT43","Mons Ruber Fynbos Thicket","Albany Thicket","Albany Thicket",286.1976,270.7396,268.8216,266.2244,265.9604,265.8272,263.06,20.3704,0.018144371935247,8.7596,0.8456,2.298,8.4192,0.0092,0.0388,0.374299999999998,0.0992999999999995,0.066599999999994,0.0799166666666669,0.161257142857143,0.159306666666667,0.1535125,1224.96821194891,16,13,93,97,7,3,0.1,3,0,1,3,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"30",30,11365,"AT44","Motherwell Karroid Thicket","Albany Thicket","Albany Thicket",163.4512,88.7064,73.2176,64.7448,64.3228,63.2472,48.93,100.204,0.287005221720192,19.9784,0.1024,73.1376,6.5468,0.3764,0.0624,1.2463,0.3744,0.537800000000001,0.645366666666667,0.855771428571429,0.812786666666667,0.7956,542.633499297348,11,7,39,55,61,45,0.9,12,0,45,4,0,0,"Decline","CR","EN","VU","VU","CR","EN","CR","CR","B1i"
"31",31,48406,"AT45","Nanaga Savanna Thicket","Albany Thicket","Albany Thicket",697.036,451.5292,437.4656,431.7496,430.8488,430.5496,418.75,266.4864,0.046463440238195,79.3768,0.3768,6.7604,179.2916,0.0616,0.6192,0.8645,0.299999999999997,0.149599999999992,0.585983333333334,0.706414285714286,0.689346666666667,0.6556125,2150.46905735214,26,24,62,93,38,7,0.1,11,0,1,26,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"32",32,39695,"AT46","Oudtshoorn Karroid Thicket","Albany Thicket","Albany Thicket",571.8588,557.2628,555.8688,552.8504,552.382,552.0364,549.1,19.8224,0.00937869888318404,6.462,1.3532,4.0884,7.722,0.1732,0.0236,0.479050000000001,0.20350000000002,0.172799999999995,0.0580833333333336,0.157585714285712,0.162693333333334,0.163325,3795.84170611072,37,31,97,99,3,1,0,1,0,1,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"33",33,63214,"AT47","Saltaire Karroid Thicket","Albany Thicket","Albany Thicket",910.5584,894.2316,891.634,887.65,886.9784,886.1304,881.57,24.428,0.00905939803513983,9.0472,0.99,5.848,8.4692,0.0736,0,0.687950000000001,0.379899999999992,0.423999999999978,0.108233333333331,0.235057142857142,0.241773333333333,0.253162499999998,2080.26276971671,32,28,97,99,3,1,0,1,0,1,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"34",34,1422,"AT48","Sardinia Forest Thicket","Albany Thicket","Albany Thicket",20.3768,12.3064,12.0496,11.8872,11.724,11.6952,11.35,8.6816,0.049665214847559,0.7576,0.0036,5.866,2.0544,0,0,0.0443,0.048,0.0144000000000002,0.0107,0.0149714285714286,0.0194133333333333,0.0191,27.6869869450684,4,3,57,92,43,8,0.2,4,0,29,10,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"35",35,392065,"AT49","Sundays Arid Thicket","Albany Thicket","Albany Thicket",5647.1012,5561.6504,5550.5968,5535.5292,5530.7828,5523.9788,5502.79,123.1224,0.00677345702994934,42.2864,21.9964,23.0864,35.168,0.43,0.1552,3.32725000000005,2.88760000000002,3.40200000000004,0.460566666666675,0.932900000000018,1.02892000000002,1.17723750000002,17378.9090120484,149,143,98,99,2,1,0,1,0,0,1,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"36",36,40111,"AT50","Sundays Mesic Thicket","Albany Thicket","Albany Thicket",577.5132,526.4664,519.0172,516.0536,515.6092,515.2944,509.01,62.2188,0.0212207274766253,18.7944,0.6348,17.9388,24.5312,0.098,0.2216,0.465350000000001,0.189799999999991,0.157399999999996,0.310383333333334,0.371885714285716,0.361906666666668,0.349125000000001,5643.62183683825,37,29,89,97,11,3,0.1,3,0,3,4,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"37",37,136337,"AT51","Sundays Valley Thicket","Albany Thicket","Albany Thicket",1963.4144,1789.764,1728.7604,1702.8832,1698.4488,1693.5876,1639.49,269.8268,0.0537369172695394,41.4712,2.9408,72.4164,148.5932,2.0648,2.3404,4.39659999999998,2.32389999999998,2.43059999999991,2.54181666666667,3.10288571428571,3.04384,3.00551249999999,7149.15592586273,67,62,86,92,14,8,0.2,2,0,4,8,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"38",38,3030,"AT52","Thorndale Forest Thicket","Albany Thicket","Albany Thicket",43.5936,31.8024,30.6336,30.2716,30.2296,30.2252,29.34,13.3684,0.0495937413528538,4.2176,0,0.0252,9.1256,0,0,0.05105,0.0115999999999996,0.0022000000000002,0.0486999999999999,0.0546714285714285,0.0524266666666666,0.0492874999999999,59.0721750042419,5,3,69,92,31,8,0.2,10,0,0,21,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"39",39,1873,"AT53","Umtiza Forest Thicket","Albany Thicket","Albany Thicket",27.106,19.4924,17.5708,16.8112,16.686,16.5488,14.89,10.5572,0.151012702386571,2.022,0.0092,5.8532,0.5744,0,2.0984,0.12775,0.0655999999999999,0.0686,0.0800666666666667,0.0957571428571429,0.0935466666666667,0.0919875,42.2975953118286,3,3,61,76,39,24,0.5,7,0,22,2,0,8,"Decline","CR","EN","LC","LC","CR","EN","CR","CR","B1i"
"40",40,13017,"AT54","Vanstadens Forest Thicket","Albany Thicket","Albany Thicket",187.7596,185.6592,185.1364,184.9768,184.9432,184.9388,184.53,2.8208,0.00388022785835559,1.02,0.3336,0.0376,1.4256,0,0.004,0.0247000000000028,0.00950000000000273,0.00220000000000198,0.0217833333333329,0.0243714285714286,0.0238666666666669,0.0225125000000004,3542.29472041577,22,17,98,99,2,1,0,1,0,0,1,0,0,"Stable","EN","EN","LC","LC","LC","LC","LC","",""
"41",41,52794,"AT55","Western Gwarrieveld","Albany Thicket","Albany Thicket",760.354,749.5228,746.7196,742.824,742.18,741.6004,737.14,18.7536,0.0105699252911318,8.8172,0.5144,2.0276,7.2736,0.0972,0.0236,0.639899999999997,0.30589999999998,0.289799999999957,0.116799999999998,0.239242857142857,0.24476,0.247574999999998,1689.47230216431,22,20,98,98,2,2,0,1,0,0,1,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"42",42,48738,"AT56","Hamburg Dune Thicket","Albany Thicket","Albany Thicket",701.6192,499.4648,480.6704,470.2408,468.3112,466.1356,447.39,235.4836,0.0667298276074711,65.5628,0.5396,65.0736,91.9824,0.7976,11.5276,1.81685,1.02629999999999,1.08779999999999,0.783100000000002,1.04371428571429,1.03845333333333,1.0415375,1909.02888476849,35,30,66,90,34,10,0.2,9,0,9,13,0,2,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
"43",43,9488,"AT57","St Francis Dune Thicket","Albany Thicket","Albany Thicket",137.0436,112.0068,108.846,106.0772,105.74,105.4696,101.79,31.574,0.058364313595246,9.3012,2.476,11.8728,7.476,0.2644,0.1836,0.42205,0.151900000000001,0.135199999999998,0.1317,0.211771428571428,0.208893333333333,0.2042875,2798.51862587726,16,11,77,91,23,9,0.2,7,2,9,5,0,0,"Stable","EN","EN","LC","LC","LC","LC","LC","",""
"44",44,156445,"AT58","Willowmore Gwarrieveld","Albany Thicket","Albany Thicket",2252.2812,2231.526,2228.1488,2223.2912,2222.4608,2221.2528,2215.47,31.0284,0.00460366583225991,12.9348,2.566,5.6256,9.7968,0.0816,0.0236,0.861999999999966,0.509599999999978,0.603999999999814,0.140716666666663,0.29409999999999,0.302173333333333,0.321037499999989,7241.28777331024,72,70,99,99,1,1,0,1,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"45",45,1288,"AZa1","Fynbos Riparian Vegetation","Azonal Vegetation","Alluvial Vegetation",18.7036,18.3156,18.3056,18.2224,18.196,18.1872,18.11,0.5164,0.00701041734914495,0.3676,0.0008,0.03,0.0716,0,0.0464,0.0147999999999997,0.00879999999999992,0.0044000000000004,0.000416666666666732,0.00332857142857141,0.00398666666666661,0.00401249999999997,561.956355612549,13,5,97,99,3,1,0,2,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"46",46,24371,"AZa2","Cape Lowland Alluvial Vegetation","Azonal Vegetation","Alluvial Vegetation",350.7744,156.8216,130.0732,117.4336,116.5252,116.1864,93.33,234.588,0.259117366485229,44.0204,1.2612,10.4968,173.1788,0.0516,5.5792,1.73585,0.311799999999998,0.169399999999996,1.11451666666667,1.40671428571429,1.34321333333333,1.26985,11458.8901589385,59,33,33,60,67,40,0.8,13,0,3,49,0,2,"Decline","EN","VU","VU","VU","EN","VU","EN","EN","B1i"
"47",47,60497,"AZa3","Lower Gariep Alluvial Vegetation","Azonal Vegetation","Alluvial Vegetation",870.786,593.3556,564.6428,546.6516,543.8432,530.9488,495.84,339.8372,0.105176052943631,52.9564,16.6376,10.2156,259.0612,0.9412,0.0252,4.21174999999999,3.92570000000001,6.44720000000001,1.19636666666667,1.668,1.65041333333333,1.9502125,43030.9621259048,112,96,61,84,39,16,0.3,6,2,1,30,0,0,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"48",48,124145,"AZa4","Upper Gariep Alluvial Vegetation","Azonal Vegetation","Alluvial Vegetation",1787.3052,1364.6704,1289.106,1260.4808,1253.6136,1248.2552,1182.77,539.05,0.0853064593472533,92.1612,7.2964,19.2184,407.516,6.11,6.748,5.10634999999999,3.0564,2.67919999999992,3.14851666666667,3.72105714285714,3.70189333333334,3.637975,43349.2395580886,127,113,70,87,30,13,0.3,5,0,1,23,0,0,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"49",49,224651,"AZa5","Highveld Alluvial Vegetation","Azonal Vegetation","Alluvial Vegetation",3235.1108,2284.778,2204.0464,2150.6192,2132.9868,2106.7504,2006.61,1128.3604,0.0779189925673304,233.088,299.13,35.4028,528.3768,8.5392,23.8236,12.162,10.9672,13.1182000000001,3.36381666666665,4.7913857142857,5.05970666666666,5.5633625,33731.5150676664,161,128,65,88,35,12,0.2,7,9,1,16,0,1,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"50",50,45401,"AZa6","Albany Alluvial Vegetation","Azonal Vegetation","Alluvial Vegetation",653.4332,339.3344,301.1304,289.5032,287.3232,286.1588,256.25,367.2744,0.156705597782011,49.9308,6.8668,47.4504,250.6492,0.5868,11.7904,1.87145,0.836100000000002,0.5822,1.59183333333333,1.77968571428572,1.73370666666667,1.6617375,11908.5329773496,67,53,44,76,56,24,0.5,8,1,7,38,0,2,"Decline","EN","LC","LC","VU","EN","LC","EN","EN","B1i"
"51",51,89323,"AZa7","Subtropical Alluvial Vegetation","Azonal Vegetation","Alluvial Vegetation",1286.3248,956.2868,890.3024,884.0892,875.2336,859.4252,804.94,426.8996,0.10128927848842,79.8744,23.7712,15.758,283.6864,1.8584,21.9512,3.85965,6.166,7.9042,2.74935,2.57848571428571,2.70177333333333,3.026925,318003.29116093,143,87,67,84,33,16,0.3,6,2,1,22,0,2,"Stable","LC","LC","LC","LC","LC","LC","LC","",""
"52",52,446,"AZd1","Namib Seashore Vegetation","Azonal Vegetation","Seashore Vegetation",6.4404,0.6016,0.5628,0.3496,0.3496,0.3156,0.15,6.1248,0.475398936170213,0.5784,0.068,0,0,5.4784,0,0.0309,0.00850000000000001,0.017,0.00161666666666667,0.009,0.0084,0.0089375,53.777805515625,4,0,5,25,95,75,1.5,9,1,0,0,85,0,"Decline","CR","CR","EN","CR","CR","CR","CR","CR","A3, B1i &  B2i"
"53",53,925,"AZd2","Namaqualand Seashore Vegetation","Azonal Vegetation","Seashore Vegetation",13.218,10.9256,10.8344,9.658,9.6544,9.4984,8.7,3.7196,0.130628981474702,0.1904,0.0024,0.0308,0,3.496,0,0.167,0.0398999999999998,0.0780000000000003,0.00379999999999995,0.0452714285714286,0.0423733333333333,0.0446,2734.41015888525,30,1,72,80,28,20,0.4,1,0,0,0,26,0,"Decline","EN","CR","LC","LC","EN","CR","CR","CR","B2i"
"54",54,15339,"AZd3","Cape Seashore Vegetation","Azonal Vegetation","Seashore Vegetation",220.26,216.7596,216.0352,215.3536,215.336,215.1864,214.3,5.0736,0.00725781003471133,2.4308,0.1292,2.4572,0,0.054,0.0024,0.106100000000001,0.0418000000000021,0.0748000000000104,0.0301833333333335,0.0502142857142859,0.0474533333333331,0.0491625000000004,191463.031534599,166,38,98,99,2,1,0,1,0,1,0,0,0,"Stable","LC","VU","LC","LC","LC","LC","LC","",""
"55",55,1946,"AZd4","Subtropical Seashore Vegetation","Azonal Vegetation","Seashore Vegetation",28.0976,26.9104,26.7924,26.4404,26.432,26.4004,26.11,1.6972,0.0189517807241809,0.7652,0.0116,0.6496,0,0.142,0.1288,0.0489999999999999,0.00999999999999979,0.0157999999999987,0.00491666666666661,0.0167857142857142,0.0159466666666667,0.0159374999999999,35490.2056659435,97,4,94,97,6,3,0.1,3,0,2,0,1,0,"Stable","VU","EN","LC","LC","LC","LC","LC","",""
"56",56,94644,"AZi1","Namaqualand Riviere","Azonal Vegetation","Inland Saline Vegetation",1363.8324,1228.224,1214.9864,1202.8064,1201.2668,1200.074,1184.24,163.7584,0.0229192720546088,63.3452,1.9388,5.6732,90.1104,2.0712,0.6196,1.86404999999999,0.683099999999968,0.596400000000017,0.551566666666664,0.907771428571428,0.898573333333328,0.879687499999996,37887.3284145105,253,195,88,96,12,4,0.1,5,0,0,7,0,0,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"57",57,134441,"AZi3","Southern Kalahari Mekgacha","Azonal Vegetation","Inland Saline Vegetation",1936.2928,1916.0972,1915.8784,1918.356,1915.092,1914.648,1913.83,21.6448,0.000756329063055892,13.064,0.0476,8.2156,0.1144,0.104,0.0992,0.153800000000018,0.927000000000021,0.222000000000094,0.00911666666666141,-0.0806714285714309,0.0335066666666611,0.0452875000000006,119497.816002545,181,143,99,100,1,0,0,1,0,0,0,0,0,"Stable","LC","LC","LC","LC","LC","LC","LC","",""
